endurance_level,speed_ratio,avg_objective,avg_improvement,avg_drone_share
high,1.25,49329.84858147769,74.56252531107641,0.20952777777777779
high,2.0,36771.330623616384,92.20384192353049,0.2731388888888889
low,1.25,40478.92506009535,83.91596212595533,0.10148717948717949
low,2.0,87485.2461969195,77.07077101220246,0.17377777777777775
medium,1.25,52006.25476097271,80.58330495183681,0.1623888888888889
medium,2.0,20493.801058901303,81.90156047643802,0.24296969696969697
