instance_id,scenario_id,n,feasible_nilsr,objective_nilsr,cpu_time_nilsr,feasible_other,objective_other,cpu_time_other,usable_nilsr,usable_other,pair_feasible,objective_diff_nilsr_minus_other,improvement_nilsr_vs_other_pct,winner
S0015_R03,S0015,15,True,45.8482370035,2.2132236958,True,46.1935904645,1.1574962139,True,True,True,-0.3453534610,0.7476220348,nils_r
S0015_R04,S0015,15,True,54.1256195061,1.6559576988,True,54.1256195061,0.9280693531,True,True,True,0.0000000000,0.0000000000,tie
S0015_R05,S0015,15,True,53.2339027876,1.1014962196,True,53.2339027876,0.8929593563,True,True,True,0.0000000000,0.0000000000,tie
S0015_R06,S0015,15,True,54.6302250972,1.4112007618,True,54.6302250972,0.8997302055,True,True,True,0.0000000000,0.0000000000,tie
S0015_R07,S0015,15,True,49.6785578605,2.0489776134,True,50.1934952217,0.6600317955,True,True,True,-0.5149373612,1.0259045698,nils_r
S0015_R08,S0015,15,True,47.3432081521,3.2342627048,True,47.8693141259,0.2684388161,True,True,True,-0.5261059738,1.0990464004,nils_r
S0015_R09,S0015,15,True,55.1944820446,1.7284007072,True,55.3396465745,1.0945327282,True,True,True,-0.1451645299,0.2623156071,nils_r
S0015_R10,S0015,15,True,51.1223769460,2.2516248226,True,51.3429911703,1.3345186710,True,True,True,-0.2206142243,0.4296871282,nils_r
S0016_R01,S0016,15,True,50.3820285177,3.0140843391,True,51.2391850625,0.6666254997,True,True,True,-0.8571565448,1.6728535861,nils_r
S0016_R02,S0016,15,True,50.3097547747,1.1135492325,True,50.3097547747,1.1998841763,True,True,True,0.0000000000,0.0000000000,tie
S0016_R03,S0016,15,True,49.6700792747,2.1497504711,True,50.2577310735,1.6397132874,True,True,True,-0.5876517988,1.1692764203,nils_r
S0016_R04,S0016,15,True,53.3516940934,1.6644413471,True,53.3516940934,0.6332628727,True,True,True,0.0000000000,0.0000000000,tie
S0016_R05,S0016,15,True,48.0294177611,2.3575143814,True,48.2969178713,0.2581510544,True,True,True,-0.2675001102,0.5538657993,nils_r
S0016_R06,S0016,15,True,49.3259394038,2.2273602486,True,49.4013251544,1.0103538036,True,True,True,-0.0753857506,0.1525986406,nils_r
S0016_R07,S0016,15,True,51.5589077017,2.6511082649,True,51.8463311775,0.7648851871,True,True,True,-0.2874234758,0.5543757278,nils_r
S0016_R08,S0016,15,True,49.2662043847,0.8314783573,True,49.2914363500,0.7733259201,True,True,True,-0.0252319653,0.0511893488,nils_r
S0016_R09,S0016,15,True,47.0785193930,2.1053419113,True,47.4888209199,2.5220353603,True,True,True,-0.4103015269,0.8639960289,nils_r
S0016_R10,S0016,15,True,47.6204815110,2.5847835541,True,48.1781701820,0.8597590923,True,True,True,-0.5576886710,1.1575546952,nils_r
S0017_R01,S0017,15,True,107.6285358568,1.0503711700,True,107.6285358568,0.8139338493,True,True,True,0.0000000000,0.0000000000,tie
S0017_R02,S0017,15,True,128.2080587515,1.4988296032,True,132.3184315198,0.4078736305,True,True,True,-4.1103727683,3.1064249486,nils_r
S0017_R03,S0017,15,True,181.7699237788,1.4566123486,True,186.9013776085,0.9723105431,True,True,True,-5.1314538297,2.7455409347,nils_r
S0017_R04,S0017,15,True,160.2727466063,1.4391317368,True,158.4154734413,0.4474301338,True,True,True,1.8572731650,-1.1724064100,nils
S0017_R05,S0017,15,True,119.6149235274,0.8923199177,True,119.6149235274,0.8155298233,True,True,True,0.0000000000,0.0000000000,tie
S0017_R06,S0017,15,True,143.0841179759,1.5493683815,True,144.9288168620,1.2393593788,True,True,True,-1.8446988861,1.2728309842,nils_r
S0017_R07,S0017,15,True,199.3520801730,1.5424351692,True,199.3520801730,0.8358652592,True,True,True,0.0000000000,0.0000000000,tie
S0017_R08,S0017,15,True,139.7821806314,1.2357661724,True,145.1408375751,1.0537734032,True,True,True,-5.3586569437,3.6920394241,nils_r
S0017_R09,S0017,15,True,139.1495616877,1.0744428635,True,139.3324285369,0.9186587334,True,True,True,-0.1828668492,0.1312450024,nils_r
S0017_R10,S0017,15,True,132.0455391363,0.9157934189,True,132.0455391363,0.9171473980,True,True,True,0.0000000000,0.0000000000,tie
S0018_R01,S0018,15,True,50.2631104062,4.3774025440,True,50.2805350005,1.3822317123,True,True,True,-0.0174245943,0.0346547512,nils_r
S0018_R02,S0018,15,True,51.7368197623,4.9882118702,True,52.8511346098,1.3302075863,True,True,True,-1.1143148475,2.1084028862,nils_r
S0018_R03,S0018,15,True,52.8765791480,2.2839412689,True,53.1777773711,1.3415994644,True,True,True,-0.3011982231,0.5663986687,nils_r
S0018_R04,S0018,15,True,50.7945638960,2.2114138603,True,51.7201025281,1.2518520355,True,True,True,-0.9255386321,1.7895143027,nils_r
S0018_R05,S0018,15,True,53.5343920904,2.2419042587,True,53.7875118536,1.0408055782,True,True,True,-0.2531197632,0.4705920658,nils_r
S0018_R06,S0018,15,True,45.7149953446,2.2363307476,True,48.8206359802,1.0987188816,True,True,True,-3.1056406356,6.3613276911,nils_r
S0018_R07,S0018,15,True,52.6507895179,2.5032067299,True,53.1020297547,1.2682142258,True,True,True,-0.4512402368,0.8497608074,nils_r
S0018_R08,S0018,15,True,50.1496198159,2.5160653591,True,50.9539398967,1.1903686523,True,True,True,-0.8043200808,1.5785238245,nils_r
S0018_R09,S0018,15,True,47.4745036411,2.2866735458,True,47.4912295093,1.5496032238,True,True,True,-0.0167258682,0.0352188570,nils_r
S0018_R10,S0018,15,True,49.7225112909,2.3440673351,True,49.7225112909,1.8270218372,True,True,True,0.0000000000,0.0000000000,tie
S0019_R01,S0019,15,True,45.1861631329,1.1985979080,True,46.1317787354,1.3429145813,True,True,True,-0.9456156025,2.0498138776,nils_r
S0019_R02,S0019,15,True,48.6138266072,1.1780996323,True,48.9567002408,1.6820955276,True,True,True,-0.3428736336,0.7003609964,nils_r
S0019_R03,S0019,15,True,49.7751557802,2.0629596710,True,49.7751557802,1.6110887527,True,True,True,0.0000000000,0.0000000000,tie
S0019_R04,S0019,15,True,49.3817736452,3.4649910927,True,50.1050416662,1.2684118748,True,True,True,-0.7232680210,1.4435034818,nils_r
S0019_R05,S0019,15,True,47.4323296811,3.0892796516,True,47.5716026013,1.5850284100,True,True,True,-0.1392729202,0.2927648273,nils_r
S0019_R06,S0019,15,True,45.8080205302,0.7179162502,True,46.4768498528,1.2241592407,True,True,True,-0.6688293226,1.4390590686,nils_r
S0019_R07,S0019,15,True,47.1247100036,1.9187686443,True,47.4227687642,1.3675043583,True,True,True,-0.2980587606,0.6285140416,nils_r
S0019_R08,S0019,15,True,54.8039837959,3.6324555874,True,55.9000685657,1.2039639950,True,True,True,-1.0960847698,1.9607932475,nils_r
S0019_R09,S0019,15,True,47.5171213975,2.4712824821,True,47.8232552078,1.2162525654,True,True,True,-0.3061338103,0.6401358690,nils_r
S0019_R10,S0019,15,True,49.5381393790,2.8326966763,True,50.0242410984,1.5110812187,True,True,True,-0.4861017194,0.9717323216,nils_r
S0020_R01,S0020,15,True,149.5825381813,1.5749588013,True,149.5825381813,0.8944201469,True,True,True,0.0000000000,0.0000000000,tie
