instance_id,scenario_id,n,feasible_nilsr,objective_nilsr,cpu_time_nilsr,feasible_other,objective_other,cpu_time_other,usable_nilsr,usable_other,pair_feasible,objective_diff_nilsr_minus_other,improvement_nilsr_vs_other_pct,winner
S0017_R01,S0017,15,True,107.6285358568,1.0503711700,True,104.7465071956,10.0050795078,True,True,True,2.8820286612,-2.7514317550,feasibility_aware_alns
S0017_R02,S0017,15,True,128.2080587515,1.4988296032,True,130.6337981399,8.4046745300,True,True,True,-2.4257393884,1.8569002991,nils_r
S0017_R03,S0017,15,True,181.7699237788,1.4566123486,True,203.3116445344,10.0271906853,True,True,True,-21.5417207556,10.5954190695,nils_r
S0017_R04,S0017,15,True,160.2727466063,1.4391317368,True,180.0420436251,10.0094358921,True,True,True,-19.7692970188,10.9803780388,nils_r
S0017_R05,S0017,15,True,119.6149235274,0.8923199177,True,127.4440010172,10.0039961338,True,True,True,-7.8290774898,6.1431510525,nils_r
S0017_R06,S0017,15,True,143.0841179759,1.5493683815,True,155.2040325093,10.0106155872,True,True,True,-12.1199145334,7.8090203827,nils_r
S0017_R07,S0017,15,True,199.3520801730,1.5424351692,True,306.7240297974,8.3621141911,True,True,True,-107.3719496244,35.0060442592,nils_r
S0017_R08,S0017,15,True,139.7821806314,1.2357661724,True,145.0363724938,8.7763762474,True,True,True,-5.2541918624,3.6226718664,nils_r
S0017_R09,S0017,15,True,139.1495616877,1.0744428635,True,164.5176290305,5.4794888496,True,True,True,-25.3680673428,15.4196650488,nils_r
S0017_R10,S0017,15,True,132.0455391363,0.9157934189,True,149.1700727305,5.2079346180,True,True,True,-17.1245335942,11.4798721223,nils_r
S0018_R01,S0018,15,True,50.2631104062,4.3774025440,True,50.7399780076,9.5025599003,True,True,True,-0.4768676014,0.9398261886,nils_r
S0018_R02,S0018,15,True,51.7368197623,4.9882118702,True,57.5866202006,10.0190210342,True,True,True,-5.8498004383,10.1582631832,nils_r
S0018_R03,S0018,15,True,52.8765791480,2.2839412689,True,51.0608725254,10.0218071938,True,True,True,1.8157066226,-3.5559647393,feasibility_aware_alns
S0018_R04,S0018,15,True,50.7945638960,2.2114138603,True,46.7584341149,3.5101416111,True,True,True,4.0361297811,-8.6318754199,feasibility_aware_alns
S0018_R05,S0018,15,True,53.5343920904,2.2419042587,True,54.6810283203,10.0065307617,True,True,True,-1.1466362299,2.0969544010,nils_r
S0018_R06,S0018,15,True,45.7149953446,2.2363307476,True,46.3922985918,4.4769937992,True,True,True,-0.6773032472,1.4599475942,nils_r
S0018_R07,S0018,15,True,52.6507895179,2.5032067299,True,52.3228140194,8.5981740952,True,True,True,0.3279754985,-0.6268307709,feasibility_aware_alns
S0018_R08,S0018,15,True,50.1496198159,2.5160653591,True,52.8437209721,10.0241596699,True,True,True,-2.6941011562,5.0982427177,nils_r
S0018_R09,S0018,15,True,47.4745036411,2.2866735458,True,48.4610209583,6.6717510223,True,True,True,-0.9865173172,2.0356923930,nils_r
S0018_R10,S0018,15,True,49.7225112909,2.3440673351,True,49.6531009484,9.3108305931,True,True,True,0.0694103425,-0.1397905492,feasibility_aware_alns
S0019_R01,S0019,15,True,45.1861631329,1.1985979080,True,45.0438202671,6.9572010040,True,True,True,0.1423428658,-0.3160097544,feasibility_aware_alns
S0019_R02,S0019,15,True,48.6138266072,1.1780996323,True,50.1159010048,10.0050115585,True,True,True,-1.5020743976,2.9972012225,nils_r
S0019_R03,S0019,15,True,49.7751557802,2.0629596710,True,49.1554476351,10.0260698795,True,True,True,0.6197081451,-1.2607110197,feasibility_aware_alns
S0019_R04,S0019,15,True,49.3817736452,3.4649910927,True,53.3307339873,6.8157293797,True,True,True,-3.9489603421,7.4046615279,nils_r
S0019_R05,S0019,15,True,47.4323296811,3.0892796516,True,45.0182220075,7.7839646339,True,True,True,2.4141076736,-5.3625122583,feasibility_aware_alns
S0019_R06,S0019,15,True,45.8080205302,0.7179162502,True,48.7097524899,8.4813930988,True,True,True,-2.9017319597,5.9571888818,nils_r
