experiment_id,rho,mode,num_zones,num_centers,num_links,num_states,total_grid_candidates,feasible_evaluated_candidates,infeasible_budget_candidates,best_discretized_objective,best_y_json,best_z_json,best_w_json,best_y_budget_used,effective_failure_probabilities_json,rho0_policy_objective,delta_rho_value,y_l1_distance_from_rho0,z_l1_distance_from_rho0,w_l1_distance_from_rho0,rho0_complete_policy_objective,complete_policy_adjustment_value,rho0_complete_policy_nominal_objective,selected_complete_policy_nominal_objective,nominal_objective_selected_y,no_road_retrofit_objective,road_value_over_no_retrofit,no_investment_objective,adversarial_target_state,adversarial_target_failed_links_json,adversarial_target_mass_shift,maximum_density_ratio,density_cap,residual_failure_ratio,failure_delay_reduction,retrofit_budget_scale,time_sensitive_fraction,immediate_loss_fraction,capacity_throughput_per_bed,response_threshold_minutes,runtime_sec
noto-practical-resilience-v4_m5_full_rho0p00_k2p00_floor0p10_delay0p50_budget1p000_demand0p25_direct0p00_cap1p00_responsegraded,0.0,full,5,6,5,32,3125,996,2129,911.5332829583576,"[0.25, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.38468508402373847, 0.0, 0.0]","[0.0, 0.0, 0.0, 550.7314971423075, 0.0, 82.59850285769242]",2.1163406877715145,"[0.10462500000000001, 0.04650000000000001, 0.054375, 0.3157142857142857, 0.3758730158730159]",911.5332829583576,0.0,0.0,0.0,0.0,911.5332829583576,0.0,911.5332829583576,911.5332829583576,911.5332829583576,1245.618575762247,334.0852928038894,2222.98835817266,intact,[],0.0,1.0,2.0,0.1,0.5,1.0,0.25,0.0,1.0,,1153.7868585586548
noto-practical-resilience-v4_m5_full_rho0p05_k2p00_floor0p10_delay0p50_budget1p000_demand0p25_direct0p00_cap1p00_responsegraded,0.05,full,5,6,5,32,3125,996,2129,927.7081811182109,"[0.25, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.38468508402373713, 0.0, 0.0]","[0.0, 0.0, 0.0, 550.7314971423024, 0.0, 82.59850285769798]",2.1163406877715145,"[0.10462500000000001, 0.04650000000000001, 0.054375, 0.3157142857142857, 0.3758730158730159]",927.7081811182109,0.0,0.0,1.3322676295501878e-15,1.0672351891116705e-11,927.7081811182143,3.410605131648481e-12,911.5332829583576,911.5332829583539,911.5332829583576,1273.1965571212168,345.4883760030059,2252.464945408696,fail__corr_nanao_anamizu,"[""corr_nanao_anamizu""]",0.016814629236179116,2.0000000000000027,2.0,0.1,0.5,1.0,0.25,0.0,1.0,,1191.6445362567902
noto-practical-resilience-v4_m5_full_rho0p10_k2p00_floor0p10_delay0p50_budget1p000_demand0p25_direct0p00_cap1p00_responsegraded,0.1,full,5,6,5,32,3125,996,2129,937.1267551597514,"[0.25, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.3846850840237378, 0.0, 0.0]","[0.0, 0.0, 0.0, 550.7314971423084, 0.0, 82.59850285769188]",2.1163406877715145,"[0.10462500000000001, 0.04650000000000001, 0.054375, 0.3157142857142857, 0.3758730158730159]",937.1267551597514,0.0,0.0,6.661338147750939e-16,1.4495071809506044e-12,937.1267551597512,-2.2737367544323206e-13,911.5332829583576,911.5332829583579,911.5332829583576,1299.7679970165705,362.6412418568191,2281.7516272194134,fail__corr_anamizu_wajima,"[""corr_anamizu_wajima""]",0.019826011996000523,2.000000000000002,2.0,0.1,0.5,1.0,0.25,0.0,1.0,,1201.1197781562805
noto-practical-resilience-v4_m5_full_rho0p15_k2p00_floor0p10_delay0p50_budget1p000_demand0p25_direct0p00_cap1p00_responsegraded,0.15,full,5,6,5,32,3125,996,2129,939.4972657134642,"[0.25, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.38468508402373786, 0.0, 0.0]","[0.0, 0.0, 0.0, 550.7314971423069, 0.0, 82.59850285769267]",2.1163406877715145,"[0.10462500000000001, 0.04650000000000001, 0.054375, 0.3157142857142857, 0.3758730158730159]",939.4972657134642,0.0,0.0,6.106226635438361e-16,8.100187187665142e-13,939.4972657134642,0.0,911.5332829583576,911.5332829583575,911.5332829583576,1325.1858867036592,385.688620990195,2310.844820479979,fail__corr_kanazawa_nanao__corr_anamizu_suzu,"[""corr_anamizu_suzu"", ""corr_kanazawa_nanao""]",0.021870375373493293,2.000000000000002,2.0,0.1,0.5,1.0,0.25,0.0,1.0,,1210.4716799259186
noto-practical-resilience-v4_m5_full_rho0p20_k2p00_floor0p10_delay0p50_budget1p000_demand0p25_direct0p00_cap1p00_responsegraded,0.2,full,5,6,5,32,3125,996,2129,941.4908148781016,"[0.25, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.38468508402373813, 0.0, 0.0]","[0.0, 0.0, 0.0, 550.7314971423041, 0.0, 82.59850285769473]",2.1163406877715145,"[0.10462500000000001, 0.04650000000000001, 0.054375, 0.3157142857142857, 0.3758730158730159]",941.4908148781016,0.0,0.0,3.3306690738754696e-16,5.7127635955112055e-12,941.4908148781029,1.3642420526593924e-12,911.5332829583576,911.5332829583566,911.5332829583576,1345.852724611088,404.3619097329864,2339.7128536606747,fail__corr_kanazawa_nanao,"[""corr_kanazawa_nanao""]",0.04028891268749712,2.000000000000002,2.0,0.1,0.5,1.0,0.25,0.0,1.0,,1156.0526580810547
noto-practical-resilience-v4_m5_full_rho0p25_k2p00_floor0p10_delay0p50_budget1p000_demand0p25_direct0p00_cap1p00_responsegraded,0.25,full,5,6,5,32,3125,996,2129,941.5807118957248,"[0.25, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.3846850840237371, 0.0, 0.0]","[0.0, 0.0, 0.0, 550.7314971423042, 0.0, 82.59850285769602]",2.1163406877715145,"[0.10462500000000001, 0.04650000000000001, 0.054375, 0.3157142857142857, 0.3758730158730159]",941.5807118957248,0.0,0.0,1.3877787807814457e-15,6.892264536872972e-12,941.5807118957274,2.6147972675971687e-12,911.5332829583576,911.5332829583554,911.5332829583576,1363.5397051148198,421.95899321909496,2365.656307858664,fail__corr_anamizu_noto,"[""corr_anamizu_noto""]",0.0573179466015625,2.000000000000002,2.0,0.1,0.5,1.0,0.25,0.0,1.0,,1225.180647611618
