rho,grid_upper_bound,continuous_lower_bound,absolute_gap,relative_gap_percent,evaluated_cell_count,feasible_grid_policies,infeasible_grid_policies,reused_feasible_grid_corner_evaluations,new_or_replayed_upper_corner_evaluations,lower_bound_cell_index,lower_bound_cell_lower_y_json,lower_bound_cell_upper_y_json,lower_bound_cell_lower_budget_used,lower_bound_cell_upper_budget_used,certificate_scope
0.0,911.5332829583576,907.9278877133256,3.605395245032014,0.39553083934914557,647,996,2129,58,589,757,"[0.5, 0.75, 0.75, 0.25, 0.0]","[0.75, 1.0, 1.0, 0.5, 0.25]",2.2941623127404065,3.6612682607702762,complete no-tail independent states; monotone timely-access response; capped-TV without moment envelope
0.05,927.7081811182109,923.9424907152979,3.7656904029129237,0.405913247242679,647,996,2129,58,589,757,"[0.5, 0.75, 0.75, 0.25, 0.0]","[0.75, 1.0, 1.0, 0.5, 0.25]",2.2941623127404065,3.6612682607702762,complete no-tail independent states; monotone timely-access response; capped-TV without moment envelope
0.1,937.1267551597514,933.2599390641177,3.8668160956336806,0.4126246608949402,647,996,2129,58,589,757,"[0.5, 0.75, 0.75, 0.25, 0.0]","[0.75, 1.0, 1.0, 0.5, 0.25]",2.2941623127404065,3.6612682607702762,complete no-tail independent states; monotone timely-access response; capped-TV without moment envelope
0.15,939.4972657134642,934.5395780006411,4.9576877128231445,0.5276958107012929,647,996,2129,58,589,757,"[0.5, 0.75, 0.75, 0.25, 0.0]","[0.75, 1.0, 1.0, 0.5, 0.25]",2.2941623127404065,3.6612682607702762,complete no-tail independent states; monotone timely-access response; capped-TV without moment envelope
0.2,941.4908148781016,934.6070007638605,6.8838141142410905,0.7311610485687388,647,996,2129,58,589,757,"[0.5, 0.75, 0.75, 0.25, 0.0]","[0.75, 1.0, 1.0, 0.5, 0.25]",2.2941623127404065,3.6612682607702762,complete no-tail independent states; monotone timely-access response; capped-TV without moment envelope
0.25,941.5807118957248,934.6744235270783,6.906288368646528,0.7334781056359791,647,996,2129,58,589,757,"[0.5, 0.75, 0.75, 0.25, 0.0]","[0.75, 1.0, 1.0, 0.5, 0.25]",2.2941623127404065,3.6612682607702762,complete no-tail independent states; monotone timely-access response; capped-TV without moment envelope
