link_id,label,tail_code,head_code,normal_minutes,disrupted_minutes,failure_penalty_minutes,delay_ratio,initial_recovery_points,route_length_km,baseline_failure_probability,retrofit_cost,disrupted_observation,normal_observation,phi_definition
corr_kanazawa_nanao,Kanazawa-Nanao,17201,17202,45.0,50.0,5.0,0.1,0,49.568604836951664,0.135,1.4913720967390334,2024-01-25 directional mean at 09:00,2024-06-18 to 2024-06-21 directional mean,"0.08 + 0.55*delay_ratio + 0.12*normalized_recovery_points; clipped [0.08,0.62]"
corr_nanao_anamizu,Nanao-Anamizu,17202,17461,30.0,100.0,70.0,0.7,0,20.89760843748213,0.465,0.9179521687496428,2024-01-11 MLIT intercity travel-time GeoJSON,2024-06-18 to 2024-06-21 directional mean,"0.08 + 0.55*delay_ratio + 0.12*normalized_recovery_points; clipped [0.08,0.62]"
corr_anamizu_wajima,Anamizu-Wajima,17461,17204,30.0,80.0,50.0,0.625,7,16.277274741855685,0.54375,0.8255454948371137,2024-01-11 MLIT intercity travel-time GeoJSON,2024-06-18 to 2024-06-21 directional mean,"0.08 + 0.55*delay_ratio + 0.12*normalized_recovery_points; clipped [0.08,0.62]"
corr_anamizu_noto,Anamizu-Noto,17461,17463,40.0,70.0,30.0,0.4285714285714285,0,23.170603336164515,0.3157142857142857,0.9634120667232904,2024-01-25 directional mean at 09:00,2024-06-18 to 2024-06-21 directional mean,"0.08 + 0.55*delay_ratio + 0.12*normalized_recovery_points; clipped [0.08,0.62]"
corr_anamizu_suzu,Anamizu-Suzu,17461,17205,50.0,90.0,40.0,0.4444444444444444,3,38.50709825351986,0.3758730158730159,1.2701419650703971,2024-01-11 MLIT intercity travel-time GeoJSON,2024-06-18 to 2024-06-21 directional mean,"0.08 + 0.55*delay_ratio + 0.12*normalized_recovery_points; clipped [0.08,0.62]"
