node_id,x,y,demand_kg,priority,lb,ub,service_time_min
1,9.501360720368481,12.390177400588684,1.4745746957677413,high,0.019119239109392817,60.18254865946372,0.9993112261883966
2,13.309027330791839,10.213274325695298,1.822016238986111,medium,0.0,120.02603942172875,1.4085323863546586
3,9.49134168708294,8.498987389981128,1.469177189856762,low,0.0,240.03633958850165,0.9745805166604479
