scenario_id,density_cap,response_profile,rho,tau,stage1_benchmark,objective_bound,stage2_service_lower,stage2_service_upper,stage2_objective,realized_sacrifice,realized_sacrifice_percent,selected_y_json,selected_z_json,selected_w_json,admissible_policy_count,service_tie_count,bisection_steps,bisection_resolution,maximum_oracle_gap
k2p00__base,2.0,base,0.05,0.001,1121.899848445411,1123.0217482938563,0.19390869140625,0.1939697265625,1121.899848445411,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223978,0.0,96.98202567760224]",1,1,14,0.0001,6.821210263296962e-13
k2p00__base,2.0,base,0.05,0.0025,1121.899848445411,1124.7045980665243,0.19390869140625,0.1939697265625,1121.899848445411,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223978,0.0,96.98202567760224]",5,5,14,0.0001,6.821210263296962e-13
k2p00__base,2.0,base,0.05,0.005,1121.899848445411,1127.509347687638,0.19390869140625,0.1939697265625,1121.899848445411,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223978,0.0,96.98202567760224]",5,5,14,0.0001,6.821210263296962e-13
k2p00__base,2.0,base,0.05,0.01,1121.899848445411,1133.1188469298652,0.19390869140625,0.1939697265625,1121.899848445411,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223978,0.0,96.98202567760224]",5,5,14,0.0001,6.821210263296962e-13
k2p00__base,2.0,base,0.075,0.0,1143.3408296171401,1143.34083961714,0.19390869140625,0.1939697265625,1143.3408296171401,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223972,0.0,96.98202567760283]",1,1,14,0.0001,2.2737367544323206e-13
k2p00__base,2.0,base,0.075,0.0005,1143.3408296171401,1143.9125000319486,0.19390869140625,0.1939697265625,1143.3408296171401,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223972,0.0,96.98202567760283]",1,1,14,0.0001,2.2737367544323206e-13
k2p00__base,2.0,base,0.075,0.001,1143.3408296171401,1144.4841704467572,0.19390869140625,0.1939697265625,1143.3408296171401,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223972,0.0,96.98202567760283]",1,1,14,0.0001,2.2737367544323206e-13
k2p00__base,2.0,base,0.075,0.0025,1143.3408296171401,1146.199181691183,0.19390869140625,0.1939697265625,1143.3408296171401,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223972,0.0,96.98202567760283]",5,5,14,0.0001,9.094947017729282e-13
k2p00__base,2.0,base,0.075,0.005,1143.3408296171401,1149.0575337652258,0.19390869140625,0.1939697265625,1143.3408296171401,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223972,0.0,96.98202567760283]",5,5,14,0.0001,9.094947017729282e-13
k2p00__base,2.0,base,0.075,0.01,1143.3408296171401,1154.7742379133115,0.19390869140625,0.1939697265625,1143.3408296171401,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223972,0.0,96.98202567760283]",5,5,14,0.0001,9.094947017729282e-13
k2p00__base,2.0,base,0.1,0.0,1159.7102992138502,1159.7103092138502,0.19390869140625,0.1939697265625,1159.7102992138502,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223975,0.0,96.9820256776026]",1,1,14,0.0001,9.094947017729282e-13
k2p00__base,2.0,base,0.1,0.0005,1159.7102992138502,1160.290154363457,0.19390869140625,0.1939697265625,1159.7102992138502,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223975,0.0,96.9820256776026]",1,1,14,0.0001,9.094947017729282e-13
k2p00__base,2.0,base,0.1,0.001,1159.7102992138502,1160.870009513064,0.19390869140625,0.1939697265625,1159.7102992138502,0.0,0.0,"[0.25,1.0,1.0,0.0,0.0]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,536.3479743223975,0.0,96.9820256776026]",1,1,14,0.0001,9.094947017729282e-13
k2p00__base,2.0,base,0.1,0.0025,1159.7102992138502,1162.6095749618848,0.23004150390625,0.2301025390625,1161.706179519288,1.9958803054378222,0.17210162803510487,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,451.4462694508458,84.90170487155086,96.98202567760342]",5,1,14,0.0001,1.1368683772161603e-12
k2p00__base,2.0,base,0.1,0.005,1159.7102992138502,1165.5088507099194,0.23004150390625,0.2301025390625,1161.706179519288,1.9958803054378222,0.17210162803510487,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,451.4462694508458,84.90170487155086,96.98202567760342]",5,1,14,0.0001,1.1368683772161603e-12
k2p00__base,2.0,base,0.1,0.01,1159.7102992138502,1171.3074022059889,0.23004150390625,0.2301025390625,1161.706179519288,1.9958803054378222,0.17210162803510487,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,451.4462694508458,84.90170487155086,96.98202567760342]",5,1,14,0.0001,1.1368683772161603e-12
k2p00__base,2.0,base,0.125,0.0,1174.5742489002841,1174.5742589002841,0.2705078125,0.27056884765625,1174.5742489002841,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,348.0289218062954,188.3190525161009,96.98202567760376]",1,1,14,0.0001,9.094947017729282e-13
k2p00__base,2.0,base,0.125,0.0005,1174.5742489002841,1175.1615360247342,0.2705078125,0.27056884765625,1174.5742489002841,0.0,0.0,"[0.0,1.0,1.0,0.0,0.25]","[0.0,0.0,0.38468508402373724,0.0,0.0]","[0.0,0.0,0.0,348.0289218062954,188.3190525161009,96.98202567760376]",2,1,14,0.0001,9.094947017729282e-13
