instance_name,method,status,runtime_seconds,objective,gap_to_baseline,notes,stats
small_10_01,heuristic,nils_complete,0.8880088329315186,11.010063870448267,-0.4425655390553257,exact_enabled,"{'drone_served_customers': 10, 'drone_arcs': 11, 'reload_events': 0, 'battery_swaps': 0, 'nonempty_drone_routes': 1, 'small_nils_restarts': 20.0, 'small_nils_feasible_starts': 20.0, 'small_nils_selected_feasible': 1.0, 'heuristic_tardiness_cost': 0.0, 'heuristic_feasible': 1.0, 'exact_objective': 19.75131543139566, 'exact_feasible': 1.0, 'exact_gap_raw_pct': -44.25655390553257, 'exact_gap_feasible_pct': -44.25655390553257}"
small_10_01,exact,2,112.83055400848389,19.75131543139566,,,"{'drone_served_customers': 10, 'drone_arcs': 12, 'reload_events': 0, 'battery_swaps': 0, 'nonempty_drone_routes': 2, 'heuristic_objective': 11.010063870448267, 'exact_gap_raw_pct': -44.25655390553257, 'exact_gap_feasible_pct': -44.25655390553257, 'exact_feasible': 1.0}"
