Compared instances,Mean NILS gap vs exact (%),Median NILS gap vs exact (%),Min NILS gap vs exact (%),Max NILS gap vs exact (%),Mean exact runtime (s),Mean NILS runtime (s)
7,6.31712930662899,5.0007159059161,0.0,14.382392842634706,18.926216908863612,0.07903521401541572
