instance,n,seed,heur_obj,heur_feasible,heur_runtime_selected_s,heur_runtime_total_s,heur_feasible_starts,exact_status,exact_obj,exact_feasible,exact_runtime_s,exact_solver_gap,exact_best_bound,gap_pct_heur_vs_exact
n_by_n_3_01,3,5027,11.33815818857164,True,0.05208015441894531,0.3946516513824463,8,2,11.077564199274736,True,0.38315320014953613,0.0,11.077564199274736,2.3524484679941238
n_by_n_4_01,4,6027,11.319586162854002,True,0.0492856502532959,0.41961050033569336,8,2,11.319586162854002,True,0.9755280017852783,0.0,11.319586162854002,0.0
n_by_n_5_01,5,7027,10.239552333741106,True,0.055518388748168945,0.5451259613037109,8,2,9.751888113711589,True,2.3480849266052246,0.0,9.751888113711589,5.0007159059161
n_by_n_6_01,6,8027,10.694370517260792,True,0.08196592330932617,0.6386096477508545,8,2,10.310181396180429,True,8.601423263549805,0.0,10.310181396180429,3.726308066923941
n_by_n_7_01,7,9027,11.46625265425416,True,0.0804595947265625,0.6789767742156982,8,2,10.220199640518194,True,33.846094846725464,0.0,10.220199640518194,12.192061383967118
n_by_n_8_01,8,10027,12.886450196975456,True,0.11281061172485352,0.8423371315002441,8,2,11.26611349589828,True,42.72001600265503,0.0,11.26611349589828,14.382392842634706
n_by_n_9_01,9,11027,11.882570544851006,True,0.12112617492675781,1.0374794006347656,8,2,11.150435358876083,True,43.60921812057495,0.0,11.150435358876083,6.565978478966943
