number_of_drones,n_runs,number_of_trucks,avg_objective,avg_improvement_pct,drone_share,avg_cpu_s,feasibility_rate,high_priority_tardiness,drone_to_truck_ratio
1,375,3.0,6180.374366842023,79.736335895651,0.19884444444444443,0.9890868212381999,1.0,60.25679472221961,0.33
2,45,3.0,6909.731525793032,94.89453290219127,0.2457777777777778,4.036435190836588,1.0,77.56464222165074,0.67
3,69,3.0,23916.48201596429,84.5370644449773,0.186280193236715,5.574423523916715,1.0,381.05154330919413,1.0
