endurance_level,speed_ratio,avg_objective,avg_improvement,avg_drone_share
high,1.25,6372.386276885579,74.24511790827877,0.22841666666666666
high,2.0,6994.628041017227,92.06527537280203,0.2775
low,1.25,17057.373364739422,83.62535085977412,0.09550877192982457
low,2.0,10030.253509749704,76.90736766934116,0.19180952380952382
medium,1.25,5059.460594547608,81.30624930765062,0.17626984126984127
medium,2.0,5637.979031845765,80.58524831073765,0.25666666666666665
