method_name,n_runs,feasible_runs,feasibility_rate,average_objective,std_dev,avg_improvement_vs_truck_only,avg_makespan,avg_cpu_time,avg_drone_service_share,reporting_included_runs,avg_objective_feasible_only,avg_objective_infeasible_only,reporting_inclusion_rate
nils,720,489,0.6791666666666667,8750.134080425318,20871.441038108773,81.70513777898876,159.43464171581664,1.9165283531742836,0.20139059304703477,489,8750.134080425318,375263.8842905664,0.6791666666666667
truck_only,720,483,0.6708333333333333,66582.1818049215,118774.38249121697,,298.4713015897275,0.021373320810543085,0.0,483,66582.1818049215,384112.7868365632,0.6708333333333333
