number_of_drones,n_runs,number_of_trucks,avg_objective,avg_improvement_pct,drone_share,avg_cpu_s,feasibility_rate,high_priority_tardiness,drone_to_truck_ratio
1,375,3.0,6592.755989739281,79.42675249910478,0.1900088888888889,0.8705845464070638,1.0,65.69888489614209,0.33
2,42,3.0,7425.7892514012665,94.63390141845132,0.23666666666666666,3.6830885069710866,1.0,79.84364924225835,0.67
3,69,3.0,24344.54959987555,83.68772930008102,0.1793719806763285,5.116043094275654,1.0,402.66793273690394,1.0
