lambda_distance_scale,method,feasible,objective,improvement_vs_truck_only_pct,runtime_seconds,drone_served_customers,drone_served_high,drone_served_medium,drone_served_low,waiting_sync_cost,drone_service_share_pct
0.075,truck_only,True,453911.3529030674,,20.265835762023926,0,0,0,0,0.0,0.0
0.075,simple_drone,True,382807.97584232414,15.664595433885827,20.43401551246643,8,3,1,4,0.0,10.0
0.075,paired_baseline,True,278240.72933023004,38.70152672968102,20.415940046310425,7,4,1,2,261.72535864969444,8.75
0.075,no_unpairing,True,326838.70390078647,27.995036517497564,98.05345606803894,10,4,2,4,0.5874640633489624,12.5
0.075,nils,True,301710.226779356,33.53102431791652,14.871871948242188,10,4,2,4,0.0,12.5
0.075,nils_no_local_search,True,298148.63774933794,34.315668501684854,2.595149278640747,10,4,2,4,0.0,12.5
0.075,nils_no_perturbation,True,334950.8232134467,26.207877139178912,2.1460649967193604,10,4,2,4,0.0,12.5
